mjd,mag,magerr,filter,wavelength
59619.554114,17.555,0.039,o,6866.2638386279095
59619.560294,17.664,0.037,o,6866.2638386279095
59619.570602,17.618,0.039,o,6866.2638386279095
59620.444286,17.76,0.06,o,6866.2638386279095
59620.44613,17.64,0.046,o,6866.2638386279095
59620.451253,17.639,0.048,o,6866.2638386279095
59620.456341,17.598,0.043,o,6866.2638386279095
59621.488578,17.716,0.048,o,6866.2638386279095
59621.490415,17.567,0.041,o,6866.2638386279095
59621.520373,17.654,0.039,o,6866.2638386279095
59621.545162,17.708,0.038,o,6866.2638386279095
59622.410053,17.639,0.046,o,6866.2638386279095
59622.41418,17.802,0.053,o,6866.2638386279095
59622.418302,17.783,0.056,o,6866.2638386279095
59622.424706,17.681,0.05,o,6866.2638386279095
59623.3303472,18.489309424724393,0.17258104991483697,g,4718.872246248685
59623.3526042,17.97620403337583,0.10467261586676486,r,6185.194476741525
59623.415335,17.679,0.08,o,6866.2638386279095
59623.420403,17.77,0.081,o,6866.2638386279095
59623.425538,17.724,0.089,o,6866.2638386279095
59623.432471,17.754,0.078,o,6866.2638386279095
59623.4408,17.74,0.06,o,6866.2638386279095
59623.442694,17.535,0.049,o,6866.2638386279095
59623.445448,17.709,0.051,o,6866.2638386279095
59623.456064,17.678,0.05,o,6866.2638386279095
59624.452263,17.525,0.07,o,6866.2638386279095
59624.454105,17.541,0.072,o,6866.2638386279095
59624.456871,17.712,0.078,o,6866.2638386279095
59624.47248,17.67,0.086,o,6866.2638386279095
59625.2443287,18.306192562687922,0.26110532683418947,g,4718.872246248685
59625.2804861,17.99137159721365,0.15214345795810094,r,6185.194476741525
59625.387248,17.534,0.076,o,6866.2638386279095
59625.395109,17.793,0.09,o,6866.2638386279095
59625.398309,17.66,0.095,o,6866.2638386279095
59625.410998,17.61,0.08,o,6866.2638386279095
59628.2025,18.461470082866235,0.3514530022900009,g,4718.872246248685
59628.4054398,18.04458403032862,0.1644837531090333,r,6185.194476741525
59629.6404,17.9,0.153,o,6866.2638386279095
59629.669315,17.592,0.188,o,6866.2638386279095
59630.53133,17.729,0.054,o,6866.2638386279095
59630.534529,17.596,0.063,o,6866.2638386279095
59630.569673,17.758,0.063,o,6866.2638386279095
59630.578013,17.656,0.057,o,6866.2638386279095
59631.460006,17.762,0.062,o,6866.2638386279095
59631.46183,17.826,0.063,o,6866.2638386279095
59631.465023,17.57,0.055,o,6866.2638386279095
59631.471418,17.692,0.053,o,6866.2638386279095
59632.524257,17.653,0.058,o,6866.2638386279095
59632.527475,17.645,0.054,o,6866.2638386279095
59632.551897,17.659,0.063,o,6866.2638386279095
59632.557841,17.702,0.062,o,6866.2638386279095
59633.418578,18.213,0.056,c,5408.663570891947
59633.422394,18.252,0.053,c,5408.663570891947
59633.435966,18.217,0.063,c,5408.663570891947
59633.441344,18.462,0.084,c,5408.663570891947
59634.569756,17.731,0.047,o,6866.2638386279095
59634.572954,17.725,0.052,o,6866.2638386279095
59634.579841,17.574,0.044,o,6866.2638386279095
59634.58999,17.621,0.043,o,6866.2638386279095
59635.451186,17.68,0.047,o,6866.2638386279095
59635.486777,17.724,0.045,o,6866.2638386279095
59635.490043,17.71,0.053,o,6866.2638386279095
59635.508985,17.648,0.049,o,6866.2638386279095
59636.399456,17.71,0.046,o,6866.2638386279095
59636.401276,17.624,0.045,o,6866.2638386279095
59636.413125,18.0173104243282,0.08265423923016862,r,6185.194476741525
59636.434781,17.632,0.044,o,6866.2638386279095
59636.440993,17.719,0.042,o,6866.2638386279095
59636.4429514,18.471900050604756,0.07553342722717578,g,4718.872246248685
59637.484048,18.277,0.055,c,5408.663570891947
59637.487292,18.319,0.07,c,5408.663570891947
59637.493861,18.41,0.078,c,5408.663570891947
59637.503774,18.28,0.061,c,5408.663570891947
59638.433056,18.411,0.066,c,5408.663570891947
59638.434894,18.334,0.06,c,5408.663570891947
59638.437642,18.268,0.052,c,5408.663570891947
59638.443284,18.314,0.053,c,5408.663570891947
59639.2673032,18.02180973458004,0.08026560262629259,r,6185.194476741525
59639.2836458,18.533713572902627,0.08596011834233244,g,4718.872246248685
59639.484817,17.707,0.044,o,6866.2638386279095
59639.488099,17.671,0.047,o,6866.2638386279095
59639.493587,17.73,0.049,o,6866.2638386279095
59639.52604,17.652,0.045,o,6866.2638386279095
59640.470191,17.644,0.04,o,6866.2638386279095
59640.473009,17.731,0.041,o,6866.2638386279095
59640.488374,17.697,0.038,o,6866.2638386279095
59640.493858,17.718,0.041,o,6866.2638386279095
59641.3004745,17.948034716166923,0.07534381440465628,r,6185.194476741525
59641.410186,18.294,0.056,c,5408.663570891947
59641.413011,18.326,0.06,c,5408.663570891947
59641.415911,18.283,0.062,c,5408.663570891947
59641.421344,18.549,0.07,c,5408.663570891947
59642.529073,18.18,0.112,c,5408.663570891947
59642.531978,18.265,0.108,c,5408.663570891947
59642.537519,18.344,0.121,c,5408.663570891947
59642.549595,18.31,0.126,c,5408.663570891947
59643.368693,17.66,0.043,o,6866.2638386279095
59643.402191,17.657,0.036,o,6866.2638386279095
59643.407905,17.734,0.045,o,6866.2638386279095
59643.411548,17.679,0.039,o,6866.2638386279095
59644.408865,17.637,0.039,o,6866.2638386279095
59644.433496,17.742,0.047,o,6866.2638386279095
59644.44206,17.623,0.038,o,6866.2638386279095
59644.445728,17.715,0.038,o,6866.2638386279095
59645.404765,18.543,0.235,c,5408.663570891947
59645.407238,18.667,0.236,c,5408.663570891947
59645.41452,18.86,0.59,c,5408.663570891947
59646.404115,18.128,0.077,c,5408.663570891947
59646.407172,18.264,0.09,c,5408.663570891947
59646.411595,18.692,0.215,c,5408.663570891947
59646.421653,18.402,0.163,c,5408.663570891947
59647.359943,17.659,0.051,o,6866.2638386279095
59647.363141,17.628,0.05,o,6866.2638386279095
59647.369151,17.73,0.052,o,6866.2638386279095
59647.400028,17.704,0.045,o,6866.2638386279095
59649.39365,17.689,0.045,o,6866.2638386279095
59649.396419,17.781,0.043,o,6866.2638386279095
59649.401881,17.644,0.045,o,6866.2638386279095
59649.4092,17.708,0.041,o,6866.2638386279095
59651.398478,17.728,0.06,o,6866.2638386279095
59651.4003,17.641,0.057,o,6866.2638386279095
59651.403513,17.693,0.066,o,6866.2638386279095
59651.427262,17.747,0.073,o,6866.2638386279095
59657.449624,17.713,0.07,o,6866.2638386279095
59657.452403,17.628,0.074,o,6866.2638386279095
59657.481127,17.856,0.121,o,6866.2638386279095
59657.486857,17.673,0.079,o,6866.2638386279095
59658.450453,17.708,0.062,o,6866.2638386279095
59658.454197,17.657,0.064,o,6866.2638386279095
59658.459696,17.71,0.079,o,6866.2638386279095
59658.472511,17.765,0.075,o,6866.2638386279095
59659.430546,17.74,0.069,o,6866.2638386279095
59659.435144,17.632,0.068,o,6866.2638386279095
59659.441098,17.786,0.077,o,6866.2638386279095
59659.453165,17.649,0.071,o,6866.2638386279095
59660.381746,17.726,0.059,o,6866.2638386279095
59660.383569,17.584,0.047,o,6866.2638386279095
59660.386315,17.644,0.044,o,6866.2638386279095
59660.410473,17.787,0.055,o,6866.2638386279095
59661.438458,17.711,0.044,o,6866.2638386279095
59661.441254,17.706,0.042,o,6866.2638386279095
59661.446775,17.697,0.044,o,6866.2638386279095
59661.45739,17.655,0.042,o,6866.2638386279095
59662.434308,17.905,0.247,c,5408.663570891947
59662.437177,18.025,0.521,c,5408.663570891947
59662.440375,18.08,0.329,c,5408.663570891947
59662.44333,18.696,0.185,c,5408.663570891947
59664.426726,17.747,0.05,o,6866.2638386279095
59664.429921,17.731,0.049,o,6866.2638386279095
59664.43631,17.679,0.048,o,6866.2638386279095
59664.450004,17.649,0.048,o,6866.2638386279095
59665.358759,18.335,0.062,c,5408.663570891947
59665.360586,18.395,0.06,c,5408.663570891947
59665.379505,18.19,0.055,c,5408.663570891947
59665.399557,18.175,0.054,c,5408.663570891947
59666.426147,18.33,0.064,c,5408.663570891947
59666.429355,18.304,0.062,c,5408.663570891947
59666.434897,18.358,0.062,c,5408.663570891947
59666.447749,18.294,0.053,c,5408.663570891947
59667.422253,18.273,0.312,o,6866.2638386279095
59667.427732,17.621,0.1,o,6866.2638386279095
59667.430927,17.729,0.087,o,6866.2638386279095
59667.441092,17.476,0.29,o,6866.2638386279095
59669.417325,18.215,0.06,c,5408.663570891947
59669.420979,18.325,0.069,c,5408.663570891947
59669.426934,18.312,0.061,c,5408.663570891947
59669.438477,18.328,0.063,c,5408.663570891947
59670.393349,18.144,0.058,c,5408.663570891947
59670.396554,18.249,0.065,c,5408.663570891947
59670.403428,18.297,0.056,c,5408.663570891947
59670.415035,18.275,0.063,c,5408.663570891947
59671.34,17.96891986595827,0.07228442218111995,r,6185.194476741525
59671.361179,17.56,0.045,o,6866.2638386279095
59671.364839,17.669,0.049,o,6866.2638386279095
59671.369401,17.72,0.053,o,6866.2638386279095
59671.374887,17.727,0.043,o,6866.2638386279095
59671.4209954,18.38880634479971,0.07076840336093695,g,4718.872246248685
59672.394847,17.695,0.051,o,6866.2638386279095
59672.418843,17.788,0.054,o,6866.2638386279095
59672.421132,17.573,0.052,o,6866.2638386279095
59672.422045,17.692,0.05,o,6866.2638386279095
59672.424337,17.752,0.05,o,6866.2638386279095
59672.427564,17.813,0.059,o,6866.2638386279095
59672.459902,17.696,0.047,o,6866.2638386279095
59672.46639,17.616,0.047,o,6866.2638386279095
59673.361713,18.222,0.191,c,5408.663570891947
59673.366743,16.986,0.357,c,5408.663570891947
59674.3208565,17.990237399533832,0.07892166008904002,r,6185.194476741525
59674.381794,18.449157501660565,0.08110139379025211,g,4718.872246248685
59676.3301042,18.51112110843912,0.08583957928253143,g,4718.872246248685
59676.3515046,17.969175177188063,0.07882583211265272,r,6185.194476741525
59677.327809,18.175,0.078,c,5408.663570891947
59677.330605,18.207,0.071,c,5408.663570891947
59677.334259,18.078,0.068,c,5408.663570891947
59677.360582,18.205,0.079,c,5408.663570891947
59678.297133,18.207,0.09,c,5408.663570891947
59678.298979,18.269,0.102,c,5408.663570891947
59678.315489,18.452,0.101,c,5408.663570891947
59678.318246,18.048,0.083,c,5408.663570891947
59678.3209722,18.420112636871156,0.1084951395785111,g,4718.872246248685
59679.269678,18.77,3.453,o,6866.2638386279095
59679.431995,17.507,0.168,o,6866.2638386279095
59679.436155,17.325,0.097,o,6866.2638386279095
59679.437067,17.734,0.1,o,6866.2638386279095
59679.440733,17.54,0.064,o,6866.2638386279095
59679.454757,17.479,0.192,o,6866.2638386279095
59679.456123,17.58,0.226,o,6866.2638386279095
59680.332031,17.684,0.202,o,6866.2638386279095
59680.335228,17.539,0.198,o,6866.2638386279095
59680.356607,17.637,0.074,o,6866.2638386279095
59680.381642,17.452,0.059,o,6866.2638386279095
59681.315558,18.297,0.227,c,5408.663570891947
59681.317385,18.045,0.154,c,5408.663570891947
59681.320146,18.667,0.277,c,5408.663570891947
59681.32519,17.958,0.157,c,5408.663570891947
59682.2146759,18.42210701687013,0.2279896433451919,g,4718.872246248685
59682.2864815,18.003837515341914,0.16999466852412448,r,6185.194476741525
59684.2809491,18.34031239423021,0.22167109452571493,g,4718.872246248685
59684.325081,17.957094692841586,0.1619436828732304,r,6185.194476741525
59687.2633218,18.304206277302498,0.16452784226518216,g,4718.872246248685
59687.3482755,17.973480076011132,0.14465457556575828,r,6185.194476741525
59689.2604977,17.981171107561785,0.08157658681705526,r,6185.194476741525
59689.3019792,18.380811757779355,0.1359056442204467,g,4718.872246248685
59689.340174,17.634,0.044,o,6866.2638386279095
59689.34338,17.644,0.042,o,6866.2638386279095
59689.349376,17.544,0.042,o,6866.2638386279095
59689.383965,17.578,0.047,o,6866.2638386279095
59690.38146,18.116,0.06,c,5408.663570891947
59690.38425,18.165,0.064,c,5408.663570891947
59690.387449,18.083,0.058,c,5408.663570891947
59690.392998,18.252,0.076,c,5408.663570891947
59692.332476,17.571,0.048,o,6866.2638386279095
59692.335737,17.602,0.048,o,6866.2638386279095
59692.343368,17.694,0.052,o,6866.2638386279095
59692.378698,17.61,0.047,o,6866.2638386279095
59693.2072801,17.962778545165932,0.08037741683711157,r,6185.194476741525
59693.2434838,18.29158819981938,0.07182258626216018,g,4718.872246248685
59693.372959,18.23,0.107,c,5408.663570891947
59693.376197,18.053,0.098,c,5408.663570891947
59693.38168,18.805,0.629,c,5408.663570891947
59693.395442,18.145,0.108,c,5408.663570891947
59694.325738,18.312,0.073,c,5408.663570891947
59694.328944,18.134,0.063,c,5408.663570891947
59694.336165,18.122,0.064,c,5408.663570891947
59694.368134,18.165,0.066,c,5408.663570891947
59695.234919,17.928120609630323,0.1390181267438337,r,6185.194476741525
59695.2757292,18.10359038140504,0.34107479435493315,g,4718.872246248685
59695.324001,17.645,0.043,o,6866.2638386279095
59695.326826,17.614,0.047,o,6866.2638386279095
59695.332815,17.547,0.041,o,6866.2638386279095
59695.345526,17.566,0.045,o,6866.2638386279095
59696.369021,17.599,0.042,o,6866.2638386279095
59696.382589,17.562,0.045,o,6866.2638386279095
59696.399191,17.625,0.044,o,6866.2638386279095
59696.40445,17.604,0.047,o,6866.2638386279095
59697.2153009,18.339886742921006,0.06022379599765888,g,4718.872246248685
59697.3096759,17.906991736115284,0.07549667109505552,r,6185.194476741525
59697.322997,18.335,0.128,c,5408.663570891947
59697.327242,17.913,0.122,c,5408.663570891947
59697.333493,18.026,0.057,c,5408.663570891947
59697.343391,18.084,0.058,c,5408.663570891947
59698.398731,18.178,0.07,c,5408.663570891947
59698.404234,18.322,0.082,c,5408.663570891947
59698.407431,18.33,0.084,c,5408.663570891947
59698.431094,18.235,0.069,c,5408.663570891947
59699.2413657,18.360058408229122,0.07341335485213112,g,4718.872246248685
59699.2655208,17.973006236120447,0.0748669560071522,r,6185.194476741525
59699.36599,17.807,0.3,o,6866.2638386279095
59699.376805,17.788,0.396,o,6866.2638386279095
59699.395522,17.373,0.151,o,6866.2638386279095
59699.401853,17.222,0.143,o,6866.2638386279095
59701.2621065,18.34882568130596,0.06336967520348678,g,4718.872246248685
59701.2898727,18.300776999696026,0.06458670779059385,g,4718.872246248685
59703.2616782,18.292023954115646,0.06899738540732744,g,4718.872246248685
59705.292033,17.689,0.047,o,6866.2638386279095
59705.296144,17.803,0.064,o,6866.2638386279095
59705.303485,17.63,0.05,o,6866.2638386279095
59705.319236,17.716,0.049,o,6866.2638386279095
59707.00553824,16.686999999999998,0.05,W1,34002.551861150176
59707.00553824,16.714,0.092,W2,46520.081762929745
59707.13555027,16.649,0.07,W1,34002.551861150176
59707.13555027,16.657,0.104,W2,46520.081762929745
59707.26658095,16.779,0.066,W1,34002.551861150176
59707.26658095,16.697,0.091,W2,46520.081762929745
59707.39710233,16.601,0.053,W1,34002.551861150176
59707.39710233,16.829,0.168,W2,46520.081762929745
59707.46242665,16.634,0.048,W1,34002.551861150176
59707.46242665,16.637,0.102,W2,46520.081762929745
59707.52711435,16.795,0.052,W1,34002.551861150176
59707.52711435,16.855999999999998,0.136,W2,46520.081762929745
59707.59294808,16.734,0.052,W1,34002.551861150176
59707.59294808,16.488,0.082,W2,46520.081762929745
59707.65814509,16.726,0.053,W1,34002.551861150176
59707.65814509,17.108,0.167,W2,46520.081762929745
59707.72346941,16.761,0.053,W1,34002.551861150176
59707.72346941,16.849,0.092,W2,46520.081762929745
59707.85399089,16.561999999999998,0.058,W1,34002.551861150176
59707.85399089,16.619,0.083,W2,46520.081762929745
59707.98451227,16.741999999999997,0.051,W1,34002.551861150176
59707.98451227,16.663,0.094,W2,46520.081762929745
59708.11452428,16.724,0.055,W1,34002.551861150176
59708.11452428,16.721,0.087,W2,46520.081762929745
59708.11465166,16.783,0.064,W1,34002.551861150176
59708.11465166,16.733,0.084,W2,46520.081762929745
59708.2385995,17.898343815741224,0.0925203931588724,r,6185.194476741525
59708.2656366,17.90560460018795,0.09245678077269752,r,6185.194476741525
59708.310665,17.695,0.058,o,6866.2638386279095
59708.316193,17.538,0.051,o,6866.2638386279095
59708.331265,17.563,0.052,o,6866.2638386279095
59708.352836,17.605,0.062,o,6866.2638386279095
59710.2371412,17.78179415892863,0.11858499483789797,r,6185.194476741525
59710.26831856,16.706,0.064,W1,34002.551861150176
59710.26831856,16.718,0.148,W2,46520.081762929745
59710.39883994,16.795,0.056,W1,34002.551861150176
59710.39883994,16.627,0.108,W2,46520.081762929745
59710.46416426,16.727,0.065,W1,34002.551861150176
59710.46416426,16.681,0.111,W2,46520.081762929745
59710.52936127,16.622,0.048,W1,34002.551861150176
59710.52936127,16.829,0.149,W2,46520.081762929745
59710.59468564,16.764,0.072,W1,34002.551861150176
59710.59468564,16.801,0.127,W2,46520.081762929745
59710.6598826,16.686,0.053,W1,34002.551861150176
59710.6598826,16.852999999999998,0.129,W2,46520.081762929745
59710.72520698,16.653,0.065,W1,34002.551861150176
59710.72520698,16.678,0.145,W2,46520.081762929745
59710.8557284,16.772,0.065,W1,34002.551861150176
59710.8557284,16.708,0.171,W2,46520.081762929745
59710.98624978,16.682000000000002,0.052,W1,34002.551861150176
59710.98624978,16.758,0.129,W2,46520.081762929745
59711.11677111,16.53,0.049,W1,34002.551861150176
59711.11677111,16.54,0.105,W2,46520.081762929745
59711.300747,17.61,0.074,o,6866.2638386279095
59711.303972,17.583,0.082,o,6866.2638386279095
59711.316477,17.692,0.1,o,6866.2638386279095
59711.322725,17.401,0.062,o,6866.2638386279095
59712.2267824,17.833277841214315,0.12479485067920754,r,6185.194476741525
59712.2366551,18.38134376546256,0.2038138203030945,g,4718.872246248685
59712.353523,17.482,0.11,o,6866.2638386279095
59712.358721,17.522,0.103,o,6866.2638386279095
59712.36194,17.384,0.12,o,6866.2638386279095
59712.374411,17.545,0.131,o,6866.2638386279095
59713.036226,17.504,0.109,o,6866.2638386279095
59713.039528,17.49,0.092,o,6866.2638386279095
59713.045023,17.44,0.092,o,6866.2638386279095
59713.056088,17.747,0.143,o,6866.2638386279095
59714.1948495,17.869636132352145,0.13901274557848012,r,6185.194476741525
59714.2414468,18.4232023646562,0.23430671441579326,g,4718.872246248685
59714.364142,17.599,0.079,o,6866.2638386279095
59714.368306,17.523,0.056,o,6866.2638386279095
59714.375625,17.506,0.062,o,6866.2638386279095
59714.388431,17.585,0.074,o,6866.2638386279095
59715.336449,17.511,0.104,o,6866.2638386279095
59715.34014,17.434,0.094,o,6866.2638386279095
59715.34706,17.677,0.118,o,6866.2638386279095
59715.370723,17.489,0.108,o,6866.2638386279095
59716.313288,17.745,0.099,o,6866.2638386279095
59716.339076,17.608,0.092,o,6866.2638386279095
59716.355359,17.539,0.087,o,6866.2638386279095
59716.367681,17.528,0.088,o,6866.2638386279095
59717.1818866,18.34090511952034,0.06829692787028464,g,4718.872246248685
59717.357441,17.703,0.057,o,6866.2638386279095
59717.36064,17.604,0.05,o,6866.2638386279095
59717.366124,17.665,0.045,o,6866.2638386279095
59717.378055,17.751,0.065,o,6866.2638386279095
59719.182419,17.892907476744856,0.059764148014868256,r,6185.194476741525
59719.2168519,17.938162981544433,0.06989454543593841,r,6185.194476741525
59719.279147,17.567,0.041,o,6866.2638386279095
59719.282369,17.517,0.04,o,6866.2638386279095
59719.287897,17.646,0.044,o,6866.2638386279095
59719.308027,17.653,0.071,o,6866.2638386279095
59720.350381,17.553,0.049,o,6866.2638386279095
59720.354065,17.595,0.045,o,6866.2638386279095
59720.360967,17.591,0.05,o,6866.2638386279095
59720.374787,17.682,0.059,o,6866.2638386279095
59721.301333,18.172,0.12,c,5408.663570891947
59721.308487,18.201,0.054,c,5408.663570891947
59721.311685,18.296,0.068,c,5408.663570891947
59721.334,18.252,0.055,c,5408.663570891947
59722.2646181,18.312970822634664,0.07848043205039472,g,4718.872246248685
59722.322618,18.189,0.07,c,5408.663570891947
59722.329484,18.147,0.06,c,5408.663570891947
59722.333149,18.254,0.074,c,5408.663570891947
59722.343686,18.246,0.076,c,5408.663570891947
59723.311695,17.563,0.045,o,6866.2638386279095
59723.31677,17.603,0.044,o,6866.2638386279095
59723.329232,17.64,0.049,o,6866.2638386279095
59723.332456,17.645,0.052,o,6866.2638386279095
59724.2264236,18.38413651681521,0.07924415894828125,g,4718.872246248685
59724.2446065,17.968670847840933,0.07991888604070206,r,6185.194476741525
59724.326641,17.603,0.05,o,6866.2638386279095
59724.329864,17.679,0.05,o,6866.2638386279095
59724.337793,17.567,0.048,o,6866.2638386279095
59724.352151,17.568,0.048,o,6866.2638386279095
59725.318942,18.283,0.061,c,5408.663570891947
59725.322141,18.22,0.076,c,5408.663570891947
59725.328087,18.178,0.059,c,5408.663570891947
59725.341448,18.143,0.064,c,5408.663570891947
59726.1967361,17.96256929792856,0.07896987137039117,r,6185.194476741525
59726.2379861,18.372435106426764,0.07353438432320833,g,4718.872246248685
59726.322993,18.285,0.062,c,5408.663570891947
59726.326195,18.147,0.058,c,5408.663570891947
59726.332609,18.149,0.067,c,5408.663570891947
59726.344501,18.268,0.064,c,5408.663570891947
59727.289107,17.445,0.958,o,6866.2638386279095
59727.29425,17.151,1.229,o,6866.2638386279095
59727.317211,19.252,4.167,o,6866.2638386279095
59729.279947,18.048,0.257,c,5408.663570891947
59729.283154,16.732,0.469,c,5408.663570891947
59729.288493,18.427,0.295,c,5408.663570891947
59729.306604,18.658,0.95,c,5408.663570891947
59730.325942,18.351,0.116,c,5408.663570891947
59730.329144,18.103,0.112,c,5408.663570891947
59730.335586,18.206,0.068,c,5408.663570891947
59730.346133,18.387,0.074,c,5408.663570891947
59731.2066551,18.3196941265433,0.0760671781975089,g,4718.872246248685
59731.2399769,17.959795799849047,0.08342511344397333,r,6185.194476741525
59731.275596,17.63,0.035,o,6866.2638386279095
59731.278817,17.636,0.04,o,6866.2638386279095
59731.28622,17.596,0.043,o,6866.2638386279095
59731.30292,17.538,0.041,o,6866.2638386279095
59732.280467,17.633,0.041,o,6866.2638386279095
59732.284166,17.642,0.043,o,6866.2638386279095
59732.304007,17.642,0.05,o,6866.2638386279095
59732.323012,17.607,0.043,o,6866.2638386279095
59733.2166088,17.900824283397466,0.0715019735047724,r,6185.194476741525
59733.274147,18.222,0.058,c,5408.663570891947
59733.27736,18.318,0.059,c,5408.663570891947
59733.288433,18.22,0.066,c,5408.663570891947
59733.294404,18.177,0.054,c,5408.663570891947
59734.296152,16.69,0.195,c,5408.663570891947
59735.255782,17.634,0.048,o,6866.2638386279095
59735.261026,17.61,0.041,o,6866.2638386279095
59735.263829,17.573,0.047,o,6866.2638386279095
59735.276942,17.669,0.05,o,6866.2638386279095
59736.1857292,17.94886035191173,0.09333732707777455,r,6185.194476741525
59736.2378935,18.424778129199346,0.11700852119868262,g,4718.872246248685
59736.260413,17.619,0.049,o,6866.2638386279095
59736.263244,17.635,0.049,o,6866.2638386279095
59736.269694,17.626,0.048,o,6866.2638386279095
59736.286554,17.72,0.054,o,6866.2638386279095
59737.264829,17.676,0.054,o,6866.2638386279095
59737.268483,17.63,0.047,o,6866.2638386279095
59737.276263,17.577,0.04,o,6866.2638386279095
59737.288786,17.604,0.053,o,6866.2638386279095
59738.1867014,18.361318138497225,0.14957319784972406,g,4718.872246248685
59738.2448611,17.910559485380844,0.12246764828178393,r,6185.194476741525
59739.300173,17.576,0.056,o,6866.2638386279095
59739.303397,17.548,0.064,o,6866.2638386279095
59739.308921,17.664,0.082,o,6866.2638386279095
59739.319976,17.507,0.067,o,6866.2638386279095
59740.1872222,17.989010376854864,0.12482074738882887,r,6185.194476741525
59740.2598611,18.35419725603811,0.20755108852901763,g,4718.872246248685
59740.265465,17.683,0.066,o,6866.2638386279095
59740.268266,17.579,0.068,o,6866.2638386279095
59740.274815,17.79,0.076,o,6866.2638386279095
59740.29194,17.804,0.076,o,6866.2638386279095
59741.313554,17.64,0.071,o,6866.2638386279095
59741.316757,17.602,0.083,o,6866.2638386279095
59741.323622,17.555,0.069,o,6866.2638386279095
59741.334664,17.624,0.083,o,6866.2638386279095
59742.244919,17.88830929464428,0.13726072778020623,r,6185.194476741525
59742.2984606,18.472700537796626,0.3851183192737487,g,4718.872246248685
59743.257852,17.536,0.062,o,6866.2638386279095
59743.272932,17.644,0.076,o,6866.2638386279095
59743.278084,17.602,0.073,o,6866.2638386279095
59743.282688,17.659,0.083,o,6866.2638386279095
59744.296544,17.538,0.093,o,6866.2638386279095
59744.300688,17.352,0.083,o,6866.2638386279095
59744.306223,17.704,0.108,o,6866.2638386279095
59744.316815,17.561,0.101,o,6866.2638386279095
59746.299989,17.577,0.043,o,6866.2638386279095
59746.305016,17.57,0.056,o,6866.2638386279095
59746.308673,17.722,0.06,o,6866.2638386279095
59746.32104,17.744,0.129,o,6866.2638386279095
59747.293777,17.524,0.045,o,6866.2638386279095
59747.297459,17.593,0.043,o,6866.2638386279095
59747.302982,17.552,0.042,o,6866.2638386279095
59747.313579,17.543,0.047,o,6866.2638386279095
59748.251,17.372,0.079,o,6866.2638386279095
59748.254222,20.375,0.936,o,6866.2638386279095
59748.259336,17.575,0.046,o,6866.2638386279095
59748.276407,17.627,0.046,o,6866.2638386279095
59749.299554,18.081,0.059,c,5408.663570891947
59749.303216,18.16,0.061,c,5408.663570891947
59749.310541,18.159,0.058,c,5408.663570891947
59749.321538,18.148,0.058,c,5408.663570891947
59750.254579,18.422,0.104,c,5408.663570891947
59750.258235,18.112,0.064,c,5408.663570891947
59750.266485,18.004,0.047,c,5408.663570891947
59750.281238,18.134,0.051,c,5408.663570891947
59751.250478,17.534,0.09,o,6866.2638386279095
59751.253704,17.611,0.064,o,6866.2638386279095
59751.260775,17.575,0.049,o,6866.2638386279095
59751.271679,17.56,0.043,o,6866.2638386279095
59752.29348,17.495,0.04,o,6866.2638386279095
59752.296703,17.585,0.042,o,6866.2638386279095
59752.303614,17.575,1.173,o,6866.2638386279095
59752.314205,16.203,0.021,o,6866.2638386279095
59753.284196,18.153,0.06,c,5408.663570891947
59753.287395,18.142,0.056,c,5408.663570891947
59753.294719,18.16,0.055,c,5408.663570891947
59753.307073,18.117,0.057,c,5408.663570891947
59754.28476,18.121,0.052,c,5408.663570891947
59754.287959,18.2,0.056,c,5408.663570891947
59754.293441,18.143,0.055,c,5408.663570891947
59754.305346,18.068,0.055,c,5408.663570891947
59755.288031,17.581,0.045,o,6866.2638386279095
59755.291717,17.654,0.068,o,6866.2638386279095
59755.297705,18.854,1.897,o,6866.2638386279095
59756.298623,17.56,0.052,o,6866.2638386279095
59756.301847,17.584,0.053,o,6866.2638386279095
59756.308308,16.837,1.525,o,6866.2638386279095
59756.319372,17.635,1.536,o,6866.2638386279095
59757.311496,18.136,0.072,c,5408.663570891947
59757.314698,18.223,0.059,c,5408.663570891947
59757.320183,18.027,0.056,c,5408.663570891947
59757.331612,18.153,0.063,c,5408.663570891947
59760.279573,17.589,0.049,o,6866.2638386279095
59760.282763,17.516,0.054,o,6866.2638386279095
59760.289136,17.479,0.054,o,6866.2638386279095
59760.298696,17.548,0.048,o,6866.2638386279095
59768.292817,17.479,0.071,o,6866.2638386279095
59768.296007,17.537,0.072,o,6866.2638386279095
59768.301469,17.537,0.069,o,6866.2638386279095
59768.312875,17.47,0.064,o,6866.2638386279095
59770.268374,17.637,0.091,o,6866.2638386279095
59770.272,17.496,0.06,o,6866.2638386279095
59770.277476,17.664,0.08,o,6866.2638386279095
59770.287486,17.526,0.071,o,6866.2638386279095
59771.265332,17.591,0.124,o,6866.2638386279095
59771.268974,17.222,0.102,o,6866.2638386279095
59771.274444,17.195,0.13,o,6866.2638386279095
59771.284464,17.648,0.292,o,6866.2638386279095
59776.253077,17.624,0.082,o,6866.2638386279095
59776.256723,17.577,0.051,o,6866.2638386279095
59776.264466,17.583,0.049,o,6866.2638386279095
59776.276308,17.57,0.048,o,6866.2638386279095
59778.259376,18.26,0.163,c,5408.663570891947
59778.259828,17.932,0.089,c,5408.663570891947
