name,band,mjd,flux,flux_lowerr,flux_uperr
WTP15acbgpn,0.5-7 keV,55424.364387,7.82e-13,9.899999999999998e-14,9.999999999999998e-14
WTP15acbgpn,0.5-7 keV,55374.843319,7.43e-13,5.499999999999997e-14,5.6000000000000064e-14
WTP16aatsnw,0.5-7 keV,58113.12585,2.5e-14,-1.0,-1.0
WTP16aatsnw,0.5-7 keV,55583.9863,7.5e-15,-1.0,-1.0
