name,bibcode,flux,flux_err,flux_unit,upperlimit,date,date_format,band_name,band_eff_freq,band_eff_freq_unit,telescope,instrument,corr_k,corr_s,corr_host,corr_av,corr_hostav,val_k,val_s,val_host,val_av,val_hostav
ASASSN-14li,2018MNRAS.475.4011B,525,73,uJy,FALSE,57138.941,mjd,15.7GHz,15.7,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,560,79,uJy,FALSE,57142.951,mjd,15.7GHz,15.7,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,497,99,uJy,FALSE,57145.921,mjd,15.7GHz,15.7,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,617,191,uJy,FALSE,57150.749,mjd,15.7GHz,15.7,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,503,177,uJy,FALSE,57153.735,mjd,15.7GHz,15.7,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,245,57,uJy,FALSE,57374.323,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,224,65,uJy,FALSE,57376.128,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,307,65,uJy,FALSE,57379.112,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,336,70,uJy,FALSE,57381.291,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,360,93,uJy,FALSE,57386.186,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,305,68,uJy,FALSE,57388.098,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,265,88,uJy,FALSE,57390.092,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,132,89,uJy,FALSE,57392.087,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,298,114,uJy,FALSE,57394.081,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,257,93,uJy,FALSE,57396.066,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,289,60,uJy,FALSE,57399.243,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,216,59,uJy,FALSE,57401.211,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,231,69,uJy,FALSE,57404.097,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,257,61,uJy,FALSE,57406.156,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,262,63,uJy,FALSE,57409.182,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,274,68,uJy,FALSE,57413.019,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,194,63,uJy,FALSE,57419.077,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,255,66,uJy,FALSE,57421.028,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,310,71,uJy,FALSE,57422.981,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,191,72,uJy,FALSE,57428.013,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,253,51,uJy,FALSE,57431.133,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,333,87,uJy,FALSE,57434.038,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,278,63,uJy,FALSE,57438.027,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,286,87,uJy,FALSE,57441.95,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,278,46,uJy,FALSE,57446.04,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,201,49,uJy,FALSE,57461.083,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,154,61,uJy,FALSE,57464.874,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,213,60,uJy,FALSE,57467.897,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,219,86,uJy,FALSE,57482.937,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,211,57,uJy,FALSE,57496.982,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,169,72,uJy,FALSE,57500.989,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,200,83,uJy,FALSE,57508.04,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,226,58,uJy,FALSE,57534.795,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,256,76,uJy,FALSE,57538.815,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,305,96,uJy,FALSE,57575.815,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,143,99,uJy,FALSE,57632.565,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,293,108,uJy,FALSE,57634.542,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,202,78,uJy,FALSE,57640.501,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,187,89,uJy,FALSE,57649.483,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,274,72,uJy,FALSE,57653.48,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,265,108,uJy,FALSE,57661.399,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,254,105,uJy,FALSE,57668.399,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,230,67,uJy,FALSE,57675.482,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,242,81,uJy,FALSE,57678.358,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,211,69,uJy,FALSE,57688.384,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,213,64,uJy,FALSE,57695.34,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,161,78,uJy,FALSE,57696.316,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,249,77,uJy,FALSE,57700.305,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,254,53,uJy,FALSE,57710.302,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,301,58,uJy,FALSE,57717.262,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,254,61,uJy,FALSE,57720.272,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,289,70,uJy,FALSE,57721.227,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,258,90,uJy,FALSE,57731.224,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,216,61,uJy,FALSE,57737.204,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,214,77,uJy,FALSE,57745.226,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,196,62,uJy,FALSE,57749.236,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,277,74,uJy,FALSE,57752.184,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,216,70,uJy,FALSE,57761.183,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,248,68,uJy,FALSE,57765.172,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,199,95,uJy,FALSE,57769.141,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,165,64,uJy,FALSE,57777.143,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,195,130,uJy,FALSE,57783.1,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,210,52,uJy,FALSE,57788.087,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,266,78,uJy,FALSE,57794.05,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,218,89,uJy,FALSE,57799.122,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,209,58,uJy,FALSE,57809.033,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,246,57,uJy,FALSE,57814.037,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,231,54,uJy,FALSE,57820.918,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,199,77,uJy,FALSE,57829.971,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,244,57,uJy,FALSE,57832.963,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,336,98,uJy,FALSE,57834.958,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,265,74,uJy,FALSE,57839.945,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,188,119,uJy,FALSE,57888.911,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,193,85,uJy,FALSE,57920.723,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
ASASSN-14li,2018MNRAS.475.4011B,261,91,uJy,FALSE,57949.661,mjd,15.5GHz,15.5,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.3,0,mJy,TRUE,55651.28,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.18,0,mJy,TRUE,55652.28,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.15,0,mJy,TRUE,55651.28,mjd,1.8GHz,1.8,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.15,0,mJy,TRUE,55652.28,mjd,1.8GHz,1.8,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.25,0.01,mJy,FALSE,55649.36,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.34,0.02,mJy,FALSE,55650.25,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.34,0.02,mJy,FALSE,55650.49,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.61,0.02,mJy,FALSE,55651.28,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.82,0.02,mJy,FALSE,55652.27,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.48,0.02,mJy,FALSE,55653.26,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.47,0.02,mJy,FALSE,55655.28,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.8,0.03,mJy,FALSE,55660.47,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,2.11,0.01,mJy,FALSE,55668.27,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.38,0.01,mJy,FALSE,55649.36,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.63,0.02,mJy,FALSE,55650.25,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,0.64,0.02,mJy,FALSE,55650.49,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.16,0.02,mJy,FALSE,55651.28,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.47,0.02,mJy,FALSE,55652.27,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,1.5,0.02,mJy,FALSE,55653.26,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,2.15,0.02,mJy,FALSE,55655.28,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,3.79,0.03,mJy,FALSE,55660.47,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,3.44,0.01,mJy,FALSE,55668.27,mjd,6.7GHz,6.7,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.49,0.09,mJy,FALSE,55660.46,mjd,8.4GHz,8.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,2.8,0.45,mJy,FALSE,55651.33,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,3.58,0.23,mJy,FALSE,55652.19,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,4.35,0.28,mJy,FALSE,55653.16,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.1,0.36,mJy,FALSE,55654.1,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.67,0.51,mJy,FALSE,55655.1,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.65,0.48,mJy,FALSE,55656.33,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.36,0.45,mJy,FALSE,55657.1,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.3,0.24,mJy,FALSE,55659.03,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.01,0.13,mJy,FALSE,55659.39,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.5,0.32,mJy,FALSE,55660.12,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.66,0.4,mJy,FALSE,55664.2,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,9.91,0.63,mJy,FALSE,55665.27,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.96,0.89,mJy,FALSE,55667.33,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.78,0.77,mJy,FALSE,55668.3,mjd,15.0GHz,15,GHz,AMI-LA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,2.36,1.14,mJy,FALSE,55651.36,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,3.17,1.17,mJy,FALSE,55652.34,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.06,0.95,mJy,FALSE,55659.36,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.65,0.9,mJy,FALSE,55661.36,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.45,0.8,mJy,FALSE,55663.33,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.6,1.22,mJy,FALSE,55663.41,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.54,0.93,mJy,FALSE,55666.35,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,11.99,1.03,mJy,FALSE,55670.33,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,9.55,1.04,mJy,FALSE,55672.36,mjd,15.0GHz,15,GHz,OVRO40,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,2.12,0.02,mJy,FALSE,55650.24,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,4.36,0.05,mJy,FALSE,55652.24,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.25,0.03,mJy,FALSE,55653.26,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.38,0.05,mJy,FALSE,55654.36,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.31,0.03,mJy,FALSE,55655.27,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,12.01,0.03,mJy,FALSE,55667.38,mjd,19.1GHz,19.1,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,3.01,0.03,mJy,FALSE,55650.24,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.58,0.06,mJy,FALSE,55652.24,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.7,0.03,mJy,FALSE,55653.26,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.88,0.12,mJy,FALSE,55654.36,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.6,0.03,mJy,FALSE,55655.27,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,12.69,0.03,mJy,FALSE,55667.38,mjd,24.4GHz,24.4,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,6.35,0.1,mJy,FALSE,55651.24,mjd,44.0GHz,44,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.71,0.08,mJy,FALSE,55652.24,mjd,44.0GHz,44,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,9.38,0.08,mJy,FALSE,55654.36,mjd,44.0GHz,44,GHz,EVLA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,18.6,0.3,mJy,FALSE,55653.68,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,21.7,0.2,mJy,FALSE,55654.63,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,14.6,0.4,mJy,FALSE,55655.72,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,15.1,0.2,mJy,FALSE,55657.63,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.4,0.2,mJy,FALSE,55663.15,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,9.36,0.5,mJy,FALSE,55667.6,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,5.49,0.3,mJy,FALSE,55670.61,mjd,87.0GHz,87,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,15.7,0.3,mJy,FALSE,55650.39,mjd,94.0GHz,94,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.7,1,mJy,FALSE,55667.6,mjd,94.0GHz,94,GHz,CARMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,14.1,1.5,mJy,FALSE,55664.66,mjd,200.0GHz,200,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.2,1.2,mJy,FALSE,55669.7,mjd,200.0GHz,200,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,7.4,1,mJy,FALSE,55671.74,mjd,200.0GHz,200,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,33,0,mJy,TRUE,55648.82,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,14.9,1.5,mJy,FALSE,55655.74,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,11.7,0.4,mJy,FALSE,55656.4,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,13.3,1.5,mJy,FALSE,55662.64,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,9.9,1.4,mJy,FALSE,55663.66,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.2,1.4,mJy,FALSE,55665.65,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.3,2.2,mJy,FALSE,55666.67,mjd,225.0GHz,225,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,35.1,1,mJy,FALSE,55650.39,mjd,345.0GHz,345,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,10.2,0,mJy,TRUE,55650.39,mjd,345.0GHz,345,GHz,SMA,,,,,,,,,,,
SwJ1644+57,2011Natur.476..425Z,8.7,0,mJy,TRUE,55652.71,mjd,345.0GHz,345,GHz,SMA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.21,0.08,mJy,FALSE,55652.29,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.1,0.1,mJy,FALSE,55772.09,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.6,0.11,mJy,FALSE,55819.97,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.8,0.1,mJy,FALSE,55842.91,mjd,1.4GHz,1.4,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.25,0.02,mJy,FALSE,55649.37,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.34,0.02,mJy,FALSE,55650.26,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.34,0.02,mJy,FALSE,55650.5,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.61,0.02,mJy,FALSE,55651.29,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,0.82,0.02,mJy,FALSE,55652.28,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.48,0.02,mJy,FALSE,55653.27,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.47,0.02,mJy,FALSE,55655.29,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,1.8,0.03,mJy,FALSE,55660.48,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,2.1,0.01,mJy,FALSE,55668.28,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,4.62,0.02,mJy,FALSE,55681.36,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,4.84,0.03,mJy,FALSE,55696.15,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
Sw J1644+57,2012ApJ...748...36B,5.86,0.03,mJy,FALSE,55713.11,mjd,4.9GHz,4.9,GHz,EVLA,,,,,,,,,,,
