name,bibcode,flux,flux_err,flux_unit,upperlimit,date,date_format,band_name,band_eff_freq,band_eff_freq_unit,telescope,instrument,corr_k,corr_s,corr_host,corr_av,corr_hostav,val_k,val_s,val_host,val_av,val_hostav,statistical_err,systematic_err,iss_err
2021qxv,2023ApJS..266....9A,20.79,0.115,mag(AB),FALSE,59435.28,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.521,0.237,mag(AB),FALSE,59438.174,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.683,0.205,mag(AB),FALSE,59444.27,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,19.933,0.193,mag(AB),FALSE,59444.28,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.809,0.216,mag(AB),FALSE,59446.27,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.859,0.215,mag(AB),FALSE,59448.28,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.163,0.136,mag(AB),FALSE,59448.28,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.668,0.205,mag(AB),FALSE,59451.25,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.791,0.165,mag(AB),FALSE,59451.26,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.904,0.18,mag(AB),FALSE,59453.26,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.197,0.165,mag(AB),FALSE,59453.26,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.975,0.197,mag(AB),FALSE,59454.25,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.078,0.148,mag(AB),FALSE,59454.26,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,19.86,0.139,mag(AB),FALSE,59455.26,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.318,0.106,mag(AB),FALSE,59457.25,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.6,0.263,mag(AB),FALSE,59462.25,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2021qxv,2023ApJS..266....9A,20.926,0.235,mag(AB),FALSE,59465.25,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3456,,,,
2020nov,2023ApJS..266....9A,20.564,0.238,mag(AB),FALSE,58714.22,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,21.149,0.223,mag(AB),FALSE,58718.171,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.576,0.188,mag(AB),FALSE,58725.158,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.328,0.166,mag(AB),FALSE,58725.236,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.263,0.182,mag(AB),FALSE,58729.156,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.476,0.196,mag(AB),FALSE,58736.215,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.298,0.216,mag(AB),FALSE,58757.157,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.328,0.135,mag(AB),FALSE,59024.243,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.639,0.084,mag(AB),FALSE,59027.232,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,20.028,0.095,mag(AB),FALSE,59027.29,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.725,0.141,mag(AB),FALSE,59030.351,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.26,0.18,mag(AB),FALSE,59033.21,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.008,0.083,mag(AB),FALSE,59036.216,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.026,0.07,mag(AB),FALSE,59036.275,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.895,0.03,mag(AB),FALSE,59039.192,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.913,0.034,mag(AB),FALSE,59039.233,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.67,0.029,mag(AB),FALSE,59042.25,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.655,0.031,mag(AB),FALSE,59042.3,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.469,0.024,mag(AB),FALSE,59045.228,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.482,0.023,mag(AB),FALSE,59045.263,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.392,0.022,mag(AB),FALSE,59048.245,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.371,0.022,mag(AB),FALSE,59048.253,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.19,0.022,mag(AB),FALSE,59051.243,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.033,0.019,mag(AB),FALSE,59054.19,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.158,0.02,mag(AB),FALSE,59054.253,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.105,0.024,mag(AB),FALSE,59054.27,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.89,0.019,mag(AB),FALSE,59054.27,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.874,0.055,mag(AB),FALSE,59064.307,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.794,0.013,mag(AB),FALSE,59066.28,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.684,0.025,mag(AB),FALSE,59066.28,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.931,0.023,mag(AB),FALSE,59067.219,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.821,0.027,mag(AB),FALSE,59067.281,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.915,0.016,mag(AB),FALSE,59069.175,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.826,0.016,mag(AB),FALSE,59069.212,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.814,0.018,mag(AB),FALSE,59069.35,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.655,0.017,mag(AB),FALSE,59069.35,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.763,0.015,mag(AB),FALSE,59070.194,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.917,0.017,mag(AB),FALSE,59070.211,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.932,0.017,mag(AB),FALSE,59071.28,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.579,0.02,mag(AB),FALSE,59071.28,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.796,0.016,mag(AB),FALSE,59072.188,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.938,0.018,mag(AB),FALSE,59072.248,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.783,0.017,mag(AB),FALSE,59073.198,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.945,0.018,mag(AB),FALSE,59073.234,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.93,0.025,mag(AB),FALSE,59074.19,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.924,0.019,mag(AB),FALSE,59074.3,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.591,0.019,mag(AB),FALSE,59074.3,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.831,0.021,mag(AB),FALSE,59075.213,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.957,0.018,mag(AB),FALSE,59076.172,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.795,0.021,mag(AB),FALSE,59077.147,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.975,0.023,mag(AB),FALSE,59077.211,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.893,0.017,mag(AB),FALSE,59077.28,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.962,0.021,mag(AB),FALSE,59077.28,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.985,0.018,mag(AB),FALSE,59078.19,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.616,0.019,mag(AB),FALSE,59079.27,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.953,0.018,mag(AB),FALSE,59079.27,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.821,0.021,mag(AB),FALSE,59080.167,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.747,0.019,mag(AB),FALSE,59082.17,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.979,0.049,mag(AB),FALSE,59082.207,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.923,0.03,mag(AB),FALSE,59082.3,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.858,0.035,mag(AB),FALSE,59082.3,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.581,0.015,mag(AB),FALSE,59083.25,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.911,0.021,mag(AB),FALSE,59083.26,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.925,0.021,mag(AB),FALSE,59084.168,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.769,0.025,mag(AB),FALSE,59084.189,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.909,0.025,mag(AB),FALSE,59085.17,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.715,0.02,mag(AB),FALSE,59086.171,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.883,0.023,mag(AB),FALSE,59086.19,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.617,0.032,mag(AB),FALSE,59088.188,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.995,0.1,mag(AB),FALSE,59088.265,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.909,0.034,mag(AB),FALSE,59093.148,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.6,0.023,mag(AB),FALSE,59094.165,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.711,0.199,mag(AB),FALSE,59094.27,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.486,0.131,mag(AB),FALSE,59094.27,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.649,0.021,mag(AB),FALSE,59095.132,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.518,0.027,mag(AB),FALSE,59095.171,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.779,0.015,mag(AB),FALSE,59096.27,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.628,0.027,mag(AB),FALSE,59096.27,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.507,0.024,mag(AB),FALSE,59098.32,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.818,0.027,mag(AB),FALSE,59098.32,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.834,0.019,mag(AB),FALSE,59102.26,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.587,0.025,mag(AB),FALSE,59102.26,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.861,0.016,mag(AB),FALSE,59106.26,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.806,0.021,mag(AB),FALSE,59106.26,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.829,0.02,mag(AB),FALSE,59108.25,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.528,0.015,mag(AB),FALSE,59108.25,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.824,0.02,mag(AB),FALSE,59119.24,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.576,0.026,mag(AB),FALSE,59119.24,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.529,0.026,mag(AB),FALSE,59122.23,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.832,0.035,mag(AB),FALSE,59122.24,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.925,0.029,mag(AB),FALSE,59128.15,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.841,0.029,mag(AB),FALSE,59128.24,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.662,0.038,mag(AB),FALSE,59128.24,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.742,0.021,mag(AB),FALSE,59130.122,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.896,0.027,mag(AB),FALSE,59131.23,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.658,0.029,mag(AB),FALSE,59131.24,mjd,ps.z,345846.8015,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.552,0.036,mag(AB),FALSE,59136.23,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,17.897,0.064,mag(AB),FALSE,59136.23,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.508,0.175,mag(AB),FALSE,59217.563,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.692,0.072,mag(AB),FALSE,59218.565,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.678,0.073,mag(AB),FALSE,59219.565,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.681,0.176,mag(AB),FALSE,59221.575,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.786,0.177,mag(AB),FALSE,59222.567,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.677,0.077,mag(AB),FALSE,59223.574,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.814,0.114,mag(AB),FALSE,59224.575,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.724,0.141,mag(AB),FALSE,59226.574,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.803,0.075,mag(AB),FALSE,59227.573,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.879,0.056,mag(AB),FALSE,59228.563,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.948,0.143,mag(AB),FALSE,59229.574,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.91,0.087,mag(AB),FALSE,59230.574,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.78,0.063,mag(AB),FALSE,59248.508,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.654,0.048,mag(AB),FALSE,59248.541,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.746,0.048,mag(AB),FALSE,59250.542,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.743,0.039,mag(AB),FALSE,59252.504,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.908,0.038,mag(AB),FALSE,59252.53,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.705,0.057,mag(AB),FALSE,59255.62,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.502,0.047,mag(AB),FALSE,59255.62,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.857,0.036,mag(AB),FALSE,59256.527,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.842,0.04,mag(AB),FALSE,59262.63,mjd,ps.g,623248.4117,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.429,0.033,mag(AB),FALSE,59262.63,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.088,0.093,mag(AB),FALSE,59263.499,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.924,0.037,mag(AB),FALSE,59265.52,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.675,0.031,mag(AB),FALSE,59265.525,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.924,0.044,mag(AB),FALSE,59267.527,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.747,0.043,mag(AB),FALSE,59268.59,mjd,ps.r,487034.2281,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.412,0.036,mag(AB),FALSE,59268.59,mjd,ps.i,399561.8543,GHz,PANSTARRS,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.045,0.086,mag(AB),FALSE,59269.466,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.708,0.035,mag(AB),FALSE,59269.521,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.673,0.141,mag(AB),FALSE,59271.485,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.9,0.103,mag(AB),FALSE,59273.487,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.108,0.115,mag(AB),FALSE,59275.488,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.092,0.071,mag(AB),FALSE,59278.525,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,18.935,0.042,mag(AB),FALSE,59282.506,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.006,0.037,mag(AB),FALSE,59282.524,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.348,0.062,mag(AB),FALSE,59292.441,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.199,0.049,mag(AB),FALSE,59292.464,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.104,0.058,mag(AB),FALSE,59295.482,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.121,0.082,mag(AB),FALSE,59297.421,mjd,ztf.g,470899.4091,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
2020nov,2023ApJS..266....9A,19.304,0.095,mag(AB),FALSE,59297.458,mjd,ztf.r,631610.0731,GHz,ZTF,,,,,TRUE,,,,,0.3104,,,,
